Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Carribean Coconut Bread (v),Homemade Cinnamon Rolls ,Bakery,Homemade Bread ,Bakery,Pesto Bread ,Bakery,Herb Focaccia Bread ,Bakery
Bacon,Housemade Spicy Ketchup (vgn),The Grill,Grilled Cheese and Tomato on Wheat ,The Grill,Grilled Cheese on Sourdough ,The Grill,Sausage Links,The Grill
Sweet Potato Hash (vgn),Roasted Vegetables ,The Grill,Potatoes O'Brien (vgn),The Grill,Roasted Breakfast Potato ,The Grill,Fresh Vegetable Medley w/Spinach ,The Grill
Italian Bread Salad (v),Long Grain Rice ,Greens & Grains,Zucchini Quinoa Green Bean Salad ,Greens & Grains,Baby Spinach ,Greens & Grains,Chicken Caesar Salad,Greens & Grains
Chicken Caesar Wrap,Vegetarian Taco Salad (v),Greens & Grains,Panini Pizza (v),Greens & Grains,Chicken Fajita Wrap,Greens & Grains,Panini Pizza ,Greens & Grains
Egg Salad (v),Steamed White Rice ,Greens & Grains,Baked Sweet Potato (vgn),Greens & Grains,Quinoa Salad ,Greens & Grains,Basmati Rice (vgn),Greens & Grains
Sweet Potato Coconut Soup (vgn),Turkey Rice Soup,Greens & Grains,Tortilla Soup (vgn),Greens & Grains,Tortilla Soup ,Greens & Grains,Sweet Potato Corn & Chipotle Soup (v),Greens & Grains
Garlic Pizza on Wheat (v),Tomato Basil Pizza on Wheat (v),The Brick,Cheeseburger Pizza,The Brick,Three Cheese Pizza on White (v),The Brick,Canadian Bacon and Pineapple Pizza,The Brick
Chicken Artichoke Pesto Flatbread,Tomato Basil Cream Sauce (v),The Brick,Tomato Basil & Garlic Sauce ,The Brick,Marinara Sauce ,The Brick,Mustard Chicken Sauce,The Brick
Sun Dried Tomato Bread (v),Pesto Bread (v),Bakery,Flour Tortilla (vgn),Bakery,Hawaiian Sweet Roll ,Bakery,Whole Wheat Bread Sourdough ,Bakery
Chocolate Crinkle Cookie (v),Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Cornmeal Berry Cake (v),Bakery,Red Velvet Cupcake ,Bakery
Espresso Coffee Cupcake,Chocolate Mint Cupcake ,Bakery,Baklava Cookie  ,Bakery,Confetti Cake with Buttercream ,Bakery,Granola Bar  ,Bakery
Shepherd's Pie,Tamale Pie Vegetarian ,Chef's Choice,Egg Ham & Cheese English Muffin Sandwich,Chef's Choice,Salmon & Quinoa Cakes w/Salad & Relish,Chef's Choice,Cornmeal Berry Cake ,Bakery
Pita Sandwich w/Hummus & Tabouli (v),Quesadilla w/Roasted Poblano Chiles(v),Chef's Choice,Breakfast Quesadilla ,Chef's Choice,Black Bean & Rice Quesadilla (v),Chef's Choice,Tacos Al Pastor,Chef's Choice
Cuban Sandwich,Fish Taco,International,Thai Chicken Taco,International,Taco Rajas ,International,Shredded Beef Enchiladas,International
Seasoned Sweet Potato Halves (vgn),Fresh Spinach with Garlic (vgn),International,Vegetable Fried Rice,International,Spinach with Garlic & Ginger (vgn),International,Vegetable Roll with Brown Rice ,International
Orange Infused Green Beans (vgn),Pilaf Style Rice with Corn,International,Spinach with Garlic & Ginger (vgn),International,Stir Fried Chinese Greens ,International,Fresh Spinach with Garlic (vgn),International
Black Bean Burger (vgn),Vegetarian Cuban Sandwich (v),The Grill,Bean and Cheese Burrito ,The Grill,Breakfast Burrito (v),The Grill,Malibu Burger ,The Grill
Banana Pancakes (v),Buttermilk Pancakes ,The Grill,Fish Sandwich on Potato Bun,The Grill,Blueberry Pancakes ,The Grill,Banana Pancakes ,The Grill
Risotto with Fresh Vegetables (vgn),Fusilli w/Roasted Vegetable & Asiago (v),The Brick,Roasted Vegetable Marinara Sauce ,The Brick,Sweet Potato Chicken Flatbread,The Brick,Spinach & Ricotta Flatbread (v),The Brick
Tomato and Roasted Garlic Sauce (vgn),Caprese Flatbread w/Balsamic Reduction,The Brick,Bolognaise Sauce,The Brick,Creamy Pesto Sauce (v),The Brick,Fresh Tomato Basil Sauce ,The Brick
Toll House Bar (v),Lime Bar ,Bakery,Pecan Butterscotch Brownie (w/nuts)(v),Bakery,Pumpkin Muffins (w/nuts) (v),Bakery,Mango Cake ,Bakery
Chorizo Spiced Potato Quesadilla (v),Tacos Al Pastor,Chef's Choice,Black Bean & Rice Quesadilla (v),Chef's Choice,Breakfast Quesadilla ,Chef's Choice,Pita Sandwich w/Hummus & Tabouli (v),Chef's Choice
Beef Pad Thai with Peanuts (w/nuts),Vietnamese Turkey Banh Mi,International,Spicy Scallop Sushi Plate,International,Tofu Teriyaki Bowl (vgn),International,Honey Sriracha Glaze Brussel Sprouts (v),International
Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),Grilled Tilapia,International,Jerk Chicken,International,Bok Choy & Nappa Cabbage w/Sesame(vgn),International,Cilantro & Onion Mix ,International
Raspberry Yogurt (v),Whole Plain Greek Yogurt (v),Greens & Grains,Sliced Jack Cheese ,Greens & Grains,Watermelon (vgn),Greens & Grains,Organic Fresh Strawberry ,Greens & Grains
Honeydew & Berry Parfait (v),Italian Tomato Panini ,Greens & Grains,Sliced Turkey Pastrami,Greens & Grains,Sliced Genoa Salami,Greens & Grains,Cantaloupe (vgn),Greens & Grains
Carrot Walnut Bread (w/nuts) (v),Zucchini Bread  ,Bakery,Cheese Bread (v),Bakery,Hawaiian Sweet Bread ,Bakery,Wheat Germ Bread ,Bakery
Strawberry Muffin (v),Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Cornmeal Berry Cake (v),Bakery,Red Velvet Cupcake ,Bakery
Whole Wheat Banana Pancake (v),Apple Cranberry Pancake Topping ,The Grill,Whole Wheat Pancake (v),The Grill,Banana Chocolate Chip Pancakes (v),The Grill,Buttermilk Pancakes (v),The Grill
Green Bean & Cucumber w/Miso (vgn),Flame Seedless Grape,Greens & Grains,Chicken Provolone & Garlic Aioli Panini,Greens & Grains,Cinnamon Maple Granola (vgn),Greens & Grains,Fresh Strawberry ,Greens & Grains
Roasted Vegetable Panini (vgn),Baked Potato (vgn),Greens & Grains,Baked Potato ,Greens & Grains,Kale & Quinoa Salad w/Almonds ,Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains
Sopa de Marisco (gf),Buckwheat Granola (w/nuts) (v),Greens & Grains,Sliced Roast Beef,Greens & Grains,Sliced Pineapple (vgn),Greens & Grains,Granola Parfait ,Greens & Grains
Sausage Mushroom Pizza,Antipasto Pizza,The Brick,Grilled BBQ Chicken Pizza,The Brick,Garlic Pizza on Wheat ,The Brick,Meatball Pizza,The Brick
Linguini with Pesto (v),Butternut Squash Risotto (v),The Brick,Roasted Chicken & Zucchini Marinara,The Brick,Maple Syrup ,The Brick,Rigatoni Mozzarella ,The Brick
Pasta with Grilled Vegetables (vgn),Whole Wheat Penne Pasta (vgn),The Brick,Chickpea Pasta,The Brick,Linguini Pasta ,The Brick,Fettuccine Pasta ,The Brick
Crusty French Bread (vgn),Hawaiian Sweet Bread ,Bakery,Challah Bread (v),Bakery,Irish Soda Bread ,Bakery,Zucchini Bread  ,Bakery
Vanilla Cupcake w/Strawberry Icing (v),Shortbread Cookie (v),Bakery,Fluffy Almond Sugar Cookie ,Bakery,Rhubarb Stacking Cake (v),Bakery,Orange Scone (v),Bakery
Salmon & Quinoa Cakes w/Salad & Relish,Egg Ham & Cheese English Muffin Sandwich,Chef's Choice,Tamale Pie Vegetarian ,Chef's Choice,Shepherd's Pie,Chef's Choice,Banana Cake & Penut Butter Icing(w/nutv,Bakery
Smokey Tomato Relish (vgn),Fire Roasted Tomato Salsa ,Chef's Choice,Tortilla Chips & Salsa (vgn),Chef's Choice,Black Magic Plum Sauce,Chef's Choice,Tortilla Chips & Salsa ,Chef's Choice
Pita Chips (v),Southwest Quinoa & Black Bean Bake ,Chef's Choice,Egg & Arugula & Herb Tartine (v),Chef's Choice,Roasted Cauliflower with Cumin (vgn),Chef's Choice,Honey Sriracha Glaze Brussel Sprouts ,Chef's Choice
Butternut Squash Hummus (vgn),Roasted Broccoli ,Chef's Choice,Sauteed Kale Carrot & Snow Peas (vgn),Chef's Choice,Buttered Noodles ,Chef's Choice,Turkey Benedict,Chef's Choice
Hot & Sour Pork Ribbons,Miso Ramen (v),International,Korean Style Pork Ribs,International,Spicy Shrimp Sushi Plate,International,Chicken Shoyu,International
Fried Noodles (v),Vietnamese Turkey Banh Mi,International,Honey Sriracha Glaze Brussel Sprouts (v),International,Tofu Teriyaki Bowl (vgn),International,Vegetarian Tostada ,International
Salmon Roll,Asparagus & Egg Roll (v),International,Daikon Roll ,International,Cucumber & Avocado Roll (vgn),International,Tempura Onion Roll ,International
Grilled Vegetable and Bean Burrito (vgn),Cheese Quesadilla with Chiles ,The Grill,Grilled BBQ Chicken Sandwich,The Grill,Baked Hawaiian Vegetarian Sandwich (v),The Grill,Cheese Quesadilla (v),The Grill
Whole Wheat Pancake (v),Apple Cranberry Pancake Topping ,The Grill,Blueberry Pancakes (v),The Grill,Banana Chocolate Chip Pancakes (v),The Grill,Buttermilk Pancakes (v),The Grill
Pecan Butterscotch Brownie (w/nuts)(v),Toll House Bar (v),Bakery,Lime Bar ,Bakery,Pumpkin Muffins (w/nuts) (v),Bakery,Mango Cake ,Bakery
Lasagna Bolognese,Farfalle Pasta (vgn),Chef's Choice,Spinach and Matzo Lasagna ,Chef's Choice,Pasta Shells w/Eggplant & Marinara (vgn),Chef's Choice,Baked Pesto Pasta w/Chicken,Chef's Choice
Vegetarian Rigatoni (v),Calabaza con Queso,Chef's Choice,Grilled Tuscan Chicken,Chef's Choice,Chicken Adobo,Chef's Choice,Meatloaf,Chef's Choice
Jerk Chicken,Bok Choy & Nappa Cabbage w/Sesame(vgn),International,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),International,Grilled Tilapia,International,Salmon Sushi Plate,International
Mashed Yams (v),Chicken General Tso's,International,Bok Choy & Nappa Cabbage w/Sesame,International,Hoisin Chicken,International,Vietnamese Turkey Banh Mi,International
Fresh Vegetable Medley w/Spinach (vgn),Salmon Bowl with Brown Rice,International,Orange Infused Green Beans ,International,Teriyaki Chicken Rice Bowl,International,Vegetable Roll (vgn),International
Salmon Sushi Plate,Bok Choy & Nappa Cabbage w/Sesame(vgn),International,Jerk Chicken,International,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),International,Grilled Tilapia,International
Baked Oatmeal with Apple & Cinnamon (v),Make Your Own Waffle (v),Greens & Grains,Fluffy Whole Wheat Waffles ,Greens & Grains,Make Your Own Waffle ,Greens & Grains,8 Grain Hot Cereal (vgn),Greens & Grains
Fluffy Whole Wheat Waffles (v),Bulgur Hot Cereal (vgn),Greens & Grains,Oatmeal ,Greens & Grains,Bulgur Hot Cereal ,Greens & Grains,8 Grain Hot Cereal ,Greens & Grains
Bagels-Breads & Cereals- See for Choices,Homemade Biscuit ,Bakery,Lemon Yogurt Muffin (v),Bakery,Everything Naan (v),Bakery,Cornmeal Berry Cake (v),Bakery
Cream Cheese (v),Brioche ,Bakery,Apple Kuchen (v),Bakery,Apple Kuchen ,Bakery,Assorted Bagels & Condiments,Bakery
Chinese Stir-Fried Tomatoes & Eggs (v),Sauteed Kale ,The Grill,Cauliflower w/Sugar Snap Peas (vgn),The Grill,Pickled Red Onion (vgn),The Grill,Caramelized Onion (vgn),The Grill
Strawberry Pancakes (v),Blended Burger with Brioche Bun,The Grill,Banana Chocolate Chip Pancakes (v),The Grill,Whole Wheat Banana Pancake (v),The Grill,Apple Cranberry Pancake Topping ,The Grill
Hash Browns (vgn),Fresh Cauliflower ,The Grill,Mushroom Tofu Veggie Slider (w/nuts) (v),The Grill,Chipotle Aioli ,The Grill,Eggplant Parmesan Casserole ,The Grill
Jicama Pico de Gallo Salad (vgn),Watermelon Salad ,Greens & Grains,Brown Rice (vgn),Greens & Grains,Cornmeal Waffle ,Greens & Grains,Chicken Caesar Salad,Greens & Grains
Tomato Basil Soup (v),Vegetable Minestrone Soup (vgn),Greens & Grains,Spicy Black Bean Soup (v),Greens & Grains,Roasted Tomato Soup (v),Greens & Grains,Spicy Black Bean Soup ,Greens & Grains
Pepperoni Pizza,Quattro Formaggio Pizza on Wheat (v),The Brick,Taco Pizza,The Brick,Chicken Florentine Pizza w/White Sauce,The Brick,Salami Pizza,The Brick
Greek Pasta w/Feta/Tom &Spinach,Chef's Salmon Pasta,The Brick,Pasta Primavera ,The Brick,Fettuccine Pasta (vgn),The Brick,Penne w/Butternut Squash Sauce (v),The Brick
Mustard Chicken Sauce,Marinara Sauce ,The Brick,Mushroom Cream Sauce (v),The Brick,White Wine Garlic Sauce with Shrimp,The Brick,Tomato Basil Cream Sauce (v),The Brick
Snickerdoodle Cookie (v),Oatmeal Raisin Bar (w/nuts) (v),Bakery,M&M Bar (w/nuts) (v),Bakery,Chocolate Chocolate Chip Bar ,Bakery,Banana Coffee Cake  ,Bakery
Strawberry Cheese Bread Pudding(w/nuts(v,Challah Bread ,Bakery,Hawaiian Sweet Roll (v),Bakery,Hawaiian Sweet Bread (v),Bakery,Thick Focaccia Bread (vgn),Bakery
Chicken Gyro,Southwest Quinoa & Black Bean Bake ,Chef's Choice,Egg & Arugula & Herb Tartine (v),Chef's Choice,Roasted Cauliflower with Cumin (vgn),Chef's Choice,Honey Sriracha Glaze Brussel Sprouts ,Chef's Choice
Cucumber Tzatziki (v),Chicken Piccata,Chef's Choice,Black Bean Chilaquiles,Chef's Choice,Moroccan Braised Beef,Chef's Choice,Lettuce/Cheese/Tomatoes (v),Chef's Choice
Roasted Potato Salad w/Goat Cheese (v),Refried Black Beans ,Chef's Choice,White Beans (vgn),Chef's Choice,Sweet Potato Hash ,Chef's Choice,Mashed Red Potatoes w/ Garlic ,Chef's Choice
Asian Beef Bowl,Steamed Broccoli & Cauliflower ,International,Chicken Chow Mein,International,Grilled Zucchini & Tomatoes (vgn),International,Lettuce/Cheese/Tomatoes ,International
California Club Roll,Chermoula Sauce (vgn),International,Spicy Eggplant Broc w/Ginger Sauce(vgn),International,Salsa ,International,Asparagus & Egg Roll ,International
Grilled Cheddar On Wheat (v),Fresh Cauliflower (vgn),The Grill,Grilled Swiss & Tomato on Whole Wheat,The Grill,Sauteed Kale ,The Grill,Cauliflower w/Sugar Snap Peas (vgn),The Grill
Red Chimichurri Sauce (vgn),Chimichurri Sauce ,The Grill,Chimichurri Sauce (vgn),The Grill,Fire Roasted Tomato Chipotle Salsa ,The Grill,Classic BBQ Sauce ,The Grill
Caramelized Onion (vgn),Pickled Red Onion (vgn),The Grill,Mexican Scrambled Eggs (v),The Grill,Chinese Stir-Fried Tomatoes & Eggs (v),The Grill,Sauteed Kale ,The Grill
Wild Rice (vgn),Brown Rice ,Greens & Grains,Basmati Rice ,Greens & Grains,Wild Rice ,Greens & Grains,Steamed White Rice (vgn),Greens & Grains
Very Chocolate Cake w/Choc Icing (v),Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Sugar Cookies ,Bakery,Cornmeal Berry Cake (v),Bakery
Everything Naan (v),Whole Wheat French Bread (v),Bakery,Irish Soda Bread (v),Bakery,Thick Focaccia Bread (vgn),Bakery,Hawaiian Sweet Roll (v),Bakery
Mojo Roasted Chicken (Pollo Asado),Cilantro & Onion Mix (vgn),Chef's Choice,Chicken White Bean Chili,Chef's Choice,Ratatouille (vgn),Chef's Choice,Turkey Meatloaf,Chef's Choice
Cilantro Lime Crema (v),Fresh Cauliflower & Carrots (vgn),Chef's Choice,Pork Chinese BBQ,Chef's Choice,Grilled Chicken Breast,Chef's Choice,Cauliflower Au Gratin (v),Chef's Choice
Cuban Style Black Beans & Rice (vgn),Ensalada Cubana (vgn),Chef's Choice,Garlic Roasted Red Potatoes ,Chef's Choice,Mexican Rice (vgn),Chef's Choice,Roasted Root Vegetables ,Chef's Choice
Sauteed Kale & Collard Greens (vgn),Fresh Green Beans with Garlic ,Chef's Choice,Roasted Potato Wedges (vgn),Chef's Choice,Spanish Rice w/Roasted Corn (vgn),Chef's Choice,Brisket and Potato Kugel,Chef's Choice
Thai Chicken Taco,Cuban Sandwich,International,Fish Taco,International,Taco Rajas ,International,Shredded Beef Enchiladas,International
Grilled Pineapple/Mango Salsa (vgn),Shanghai Noodles & Chix w/Bean Sauce,International,Hunan Noodles with Spicy Pork Sauce,International,Fire Roasted Tomato Salsa (vgn),International,Cucumber & Avocado Roll ,International
Bang Bang Broccoli (vgn),Smoked Fish Fritters w/Beet Vinaigrette,International,Tandoori Spiced Chicken,International,Grilled Zucchini & Tomatoes (vgn),International,Lettuce/Cheese/Tomatoes ,International
California Club Roll with Brown Rice,Sauteed Vegetables Rice and Beans ,International,Grilled Ahi Tuna Bowl with Brown Rice,International,Spinach with Garlic & Ginger ,International,Sticky Rice (vgn),International
Buckwheat Granola (w/nuts) (v),Sopa de Marisco (gf),Greens & Grains,Sliced Roast Beef,Greens & Grains,Sliced Pineapple (vgn),Greens & Grains,Granola Parfait ,Greens & Grains
Lemon Yogurt Muffin (v),Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Sugar Cookies ,Bakery,Cornmeal Berry Cake (v),Bakery
Ensalada de Fruta con Tajin (vgn),Baked Potato (vgn),Greens & Grains,Baked Potato ,Greens & Grains,Kale & Quinoa Salad w/Almonds ,Greens & Grains,Jasmine Rice ,Greens & Grains
Grilled Cajun Chicken Wrap,Panini Pizza ,Greens & Grains,Chipotle Hummus & Quinoa Wrap (vgn),Greens & Grains,Panini Pizza (v),Greens & Grains,Chicken Fajita Wrap,Greens & Grains
Miso Broth Soup with Spinach (vgn),Spicy Black Bean Soup ,Greens & Grains,Chicken Vegetable Soup,Greens & Grains,Turkey Vegetable Soup,Greens & Grains,Roasted Tomato Soup (v),Greens & Grains
Spinach & Ricotta Flatbread (v),Sweet Potato Chicken Flatbread,The Brick,Risotto with Fresh Vegetables (vgn),The Brick,Fusilli w/Roasted Vegetable & Asiago (v),The Brick,Roasted Vegetable Marinara Sauce ,The Brick
Penne Arrabiata with Chicken,Corn Pasta Sauce ,The Brick,Fresh Tomato Basil Garlic Pasta ,The Brick,Pasta Carbonara,The Brick,Whole Wheat Penne Pasta ,The Brick
Hawaiian Sweet Bread (v),Challah Bread ,Bakery,Chocolate Chip Banana Bread Pudding ,Bakery,Strawberry Cheese Bread Pudding(w/nuts(v,Bakery,Carrot Walnut Bread  ,Bakery
Chocolate Pudding (v),Sticky Toffee Pudding (vgn),Bakery,Apple Crisp ,Bakery,Assorted Bagels & Condiments,Bakery,Apple Kuchen ,Bakery
Mocha Cupcake (v),Killer Brownie (w/nuts) (v),Bakery,Mint Chocolate Chip Cookie ,Bakery,Mexican Chocolate Cake (v),Bakery,Blueberry Scone ,Bakery
Chicken Mole Enchiladas,Chicken Chile Verde Burrito,Chef's Choice,Cheese Enchilada ,Chef's Choice,Bean Rice & Cheese Burrito (v),Chef's Choice,Vietnamese Beef BBQ Sub Sandwich,Chef's Choice
Taco Rajas (vgn),Hot Turkey Sandwich,Chef's Choice,Vegetable Wrap (vgn),Chef's Choice,Vietnamese Beef BBQ Sub Sandwich,Chef's Choice,Bean Rice & Cheese Burrito (v),Chef's Choice
Creole Shrimp Mofongo,Thai Style Chicken Drumstick,International,Roasted Cauliflower w/Garlic ,International,Cajun Chicken Jambalaya,International,Hot & Sour Pork Ribbons,International
Creole Beans and Rice (vgn),Vegetable Roll ,International,Spicy Shrimp Sushi Plate w/Brown Rice,International,Vegetable Roll with Brown Rice (vgn),International,Spinach Stir Fried with Garlic (vgn),International
Vegetarian Cuban Sandwich (v),Black Bean Burger (vgn),The Grill,Bean and Cheese Burrito ,The Grill,Breakfast Burrito (v),The Grill,Malibu Burger ,The Grill
Rhubarb Stacking Cake (v),Shortbread Cookie (v),Bakery,Vanilla Cupcake w/Strawberry Icing (v),Bakery,Chocolate Chocolate Chip Bar (v),Bakery,Fluffy Almond Sugar Cookie ,Bakery
Chile Verde w/Pork & Corn Tortillas,Fresh Mashed Potatoes ,Chef's Choice,Vegetable Fajita ,Chef's Choice,Chipotle Roasted Potatoes (vgn),Chef's Choice,Roasted Potato Wedges ,Chef's Choice
Quesadilla w/Roasted Poblano Chiles(v),Pita Sandwich w/Hummus & Tabouli (v),Chef's Choice,Breakfast Quesadilla ,Chef's Choice,Black Bean & Rice Quesadilla (v),Chef's Choice,Tacos Al Pastor,Chef's Choice
Lettuce/Cheese/Tomatoes (v),Moroccan Braised Beef,Chef's Choice,Black Bean Chilaquiles,Chef's Choice,Roasted Cauliflower with Cumin ,Chef's Choice,Cucumber Tzatziki (v),Chef's Choice
Grilled Tilapia,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),International,Jerk Chicken,International,Bok Choy & Nappa Cabbage w/Sesame(vgn),International,Cilantro & Onion Mix ,International
Chermoula Sauce (vgn),California Club Roll,International,Salsa ,International,Asparagus & Egg Roll ,International,Spicy Eggplant Broc w/Ginger Sauce(vgn),International
Harissa Lentils w/Pickled Onion (v),Chicken Pad Thai with Peanut (w/nuts),International,Chicken Tikka Masala,International,Roasted Broccoli and Red Onion ,International,Stir Fried Bok Choy ,International
Chicken Congee,Pineapple ,Greens & Grains,Blueberry Yogurt ,Greens & Grains,Peanut Butter & Banana Oats  ,Greens & Grains,Sliced Provolone Cheese (v),Greens & Grains
Grilled BBQ Chicken Pizza,Garlic Pizza on Wheat ,The Brick,Meatball Pizza,The Brick,Antipasto Pizza,The Brick,Sausage Mushroom Pizza,The Brick
Chilaquiles (No Egg) (v),Fettuccine Alfredo ,The Brick,Italian Sausage & Basil Stromboli,The Brick,Chicken Chilaquiles,The Brick,Fresh Basil Pesto ,The Brick
Roasted Chicken & Zucchini Marinara,Rigatoni Mozzarella ,The Brick,Maple Syrup ,The Brick,Linguini with Pesto (v),The Brick,Fettuccine Alfredo (v),The Brick
Blueberry Bread (v),Pesto Bread ,Bakery,Homemade Bread ,Bakery,Homemade Cinnamon Rolls ,Bakery,Carribean Coconut Bread (v),Bakery
Egg Ham & Cheese English Muffin Sandwich,Salmon & Quinoa Cakes w/Salad & Relish,Chef's Choice,Tamale Pie Vegetarian ,Chef's Choice,Shepherd's Pie,Chef's Choice,Beef Stew,Chef's Choice
Chicken White Bean Chili,Mojo Roasted Chicken (Pollo Asado),Chef's Choice,Cilantro & Onion Mix (vgn),Chef's Choice,Ratatouille (vgn),Chef's Choice,Turkey Meatloaf,Chef's Choice
Corn Pasta Sauce (v),Penne Arrabiata with Chicken,The Brick,Penne Pasta with Pesto ,The Brick,Whole Wheat Penne Pasta ,The Brick,Linguini Pasta (vgn),The Brick
Apple Crisp (vgn),Cream Cheese ,Bakery,Apple Kuchen (v),Bakery,Cream Cheese (v),Bakery,Brioche ,Bakery
Pesto Bread (v),Sun Dried Tomato Bread (v),Bakery,Flour Tortilla (vgn),Bakery,Hawaiian Sweet Roll ,Bakery,Whole Wheat Bread Sourdough ,Bakery
Chicken & Dumplings,Lime ,Chef's Choice,Sauteed Cabbage & Carrots ,Chef's Choice,Chicken Adobo,Chef's Choice,Grilled Tuscan Chicken,Chef's Choice
Fresh Green Beans with Garlic (v),Mashed Red Potatoes w/ Garlic (v),Chef's Choice,Rice Pilaf ,Chef's Choice,Creamed Spinach ,Chef's Choice,Black Beans ,Chef's Choice
Roasted Potato Wedges (vgn),Fresh Green Beans with Garlic ,Chef's Choice,Spanish Rice w/Roasted Corn (vgn),Chef's Choice,Brisket and Potato Kugel,Chef's Choice,Sauteed Kale & Collard Greens (vgn),Chef's Choice
Shredded Beef Enchiladas,Taco Rajas ,International,Fish Taco,International,Cuban Sandwich,International,Thai Chicken Taco,International
Vegetarian Tostada (v),Beef Pho,International,Miso Ramen ,International,Lemon Ginger Chicken,International,Chicken Shoyu,International
Salmon Bowl with Brown Rice,Fresh Vegetable Medley w/Spinach (vgn),International,Teriyaki Chicken Rice Bowl,International,Orange Infused Green Beans ,International,Vegetable Roll (vgn),International
Tomato Basil Pizza on White (v),Three Cheese Pizza on White ,The Brick,Canadian Bacon and Pineapple Pizza,The Brick,Three Cheese Pizza on White (v),The Brick,Cheeseburger Pizza,The Brick
Bolognaise Sauce,Caprese Flatbread w/Balsamic Reduction,The Brick,Creamy Pesto Sauce (v),The Brick,Tomato and Roasted Garlic Sauce (vgn),The Brick,Fresh Tomato Basil Sauce ,The Brick
Penne Pasta with Pesto (v),Corn Pasta Sauce (v),The Brick,Whole Wheat Penne Pasta ,The Brick,Penne Arrabiata with Chicken,The Brick,Penne Pasta with Pesto ,The Brick
Blueberry Scone (v),Fluffy Almond Sugar Cookie (w/nuts)(vgn),Bakery,Blueberry Muffin ,Bakery,Cream Cheese Brownie Pie ,Bakery,Peanut Butter Fudge Cupcake (w/nuts) (v),Bakery
Ground Beef and Bean Tostada,Cabbage Cilantro Slaw (vgn),Chef's Choice,BBQ Chicken Thigh,Chef's Choice,Herb Marinated Rotisserie Chicken,Chef's Choice,Huevos Rancheros (v),Chef's Choice
Vegetable Fajita (v),Black Beans (vgn),Chef's Choice,Oven Browned Potatoes (vgn),Chef's Choice,Rice Pilaf (v),Chef's Choice,Yellow Rice ,Chef's Choice
Creamy Chipotle Salsa (v),Tortilla Chips & Salsa ,Chef's Choice,Salsa (vgn),Chef's Choice,Black Magic Plum Sauce,Chef's Choice,Salsa de Tomatillo Verde (vgn),Chef's Choice
White Wine Garlic Sauce with Shrimp,Mushroom Cream Sauce (v),The Brick,Mustard Chicken Sauce,The Brick,Marinara Sauce ,The Brick,Tomato Basil Cream Sauce (v),The Brick
Cornmeal Berry Cake (v),Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Sugar Cookies ,Bakery,Red Velvet Cupcake ,Bakery
Meatloaf,Calabaza con Queso,Chef's Choice,Vegetarian Rigatoni (v),Chef's Choice,Carrots with Fresh Thyme (vgn),Chef's Choice,Rosemary Roasted Chicken Quarters,Chef's Choice
Beef Gravy,Southwest Quinoa & Black Bean Bake ,Chef's Choice,Grilled Cheese on Sourdough (v),Chef's Choice,Chicken Gyro,Chef's Choice,Pita Chips (v),Chef's Choice
Mashed Red Potatoes w/ Garlic (v),Fresh Green Beans with Garlic (v),Chef's Choice,Rice Pilaf ,Chef's Choice,Creamed Spinach ,Chef's Choice,Black Beans ,Chef's Choice
Vietnamese Turkey Banh Mi,Fried Noodles (v),International,Spicy Scallop Sushi Plate,International,Honey Sriracha Glaze Brussel Sprouts (v),International,Tofu Teriyaki Bowl (vgn),International
Vegetable Fried Rice (v),Black Beans w/Brown Rice & Cilantro,International,Mujaddara Lentils and Rice ,International,Pineapple Fried Rice w/Tofu ,International,Fresh Vegetable Medley ,International
Granola Honeydew Parfait (v),Cantaloupe (vgn),Greens & Grains,Honeydew Melon ,Greens & Grains,Italian Tomato Panini ,Greens & Grains,Sliced Turkey Pastrami,Greens & Grains
Irish Soda Bread (v),Whole Wheat French Bread (v),Bakery,Everything Naan (v),Bakery,Thick Focaccia Bread (vgn),Bakery,Hawaiian Sweet Roll (v),Bakery
Marinated Broccoli & Bean Salad (vgn),Jasmine Rice (vgn),Greens & Grains,Organic Baby Spinach ,Greens & Grains,Strawberry Salad w/Poppyseed Dressing(v),Greens & Grains,Baked Sweet Potato ,Greens & Grains
Panini Pizza (v),Panini Pizza ,Greens & Grains,Grilled Cajun Chicken Wrap,Greens & Grains,Chipotle Hummus & Quinoa Wrap (vgn),Greens & Grains,Chicken Fajita Wrap,Greens & Grains
Dilled Vegetable Barley Soup (v),Dilled Vegetable Barley Soup ,Greens & Grains,Mushroom Barley Soup ,Greens & Grains,Apple Cranberry Pancake Topping ,The Grill,Granola Cantaloupe Parfait (v),Greens & Grains
