Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Crunchy Fruit Salad ,Organic Baby Spinach ,Greens & Grains,Kale & Quinoa Salad w/Almonds ,Greens & Grains,Jasmine Rice ,Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains
Crusty French Bread ,Herb Focaccia Bread (vgn),Bakery,Blueberry Bread (v),Bakery,Pesto Bread ,Bakery,Homemade Cinnamon Rolls ,Bakery
Cucumber & Avocado Roll ,Calamari Roll,International,Fire Roasted Tomato Salsa (vgn),International,Daikon Roll (vgn),International,Hunan Noodles with Spicy Pork Sauce,International
Daikon Roll ,Asparagus & Egg Roll (v),International,Salmon Roll,International,Cucumber & Avocado Roll (vgn),International,Korean BBQ Sauce (vgn),International
Dilled Vegetable Barley Soup ,Dilled Vegetable Barley Soup (v),Greens & Grains,Mushroom Barley Soup ,Greens & Grains,Banana Cake & Penut Butter Icing(w/nutv,Bakery,Panini Pizza ,Greens & Grains
Dragon Noodles ,Sliced Cheddar Cheese ,Greens & Grains,Granola Raspberry Parfait (v),Greens & Grains,Granola Cantaloupe Parfait (v),Greens & Grains,Italian Panini,Greens & Grains
Egg White and Vegetable Omelet ,Cottage Fried Potatoes (vgn),The Grill,Potatoes O'Brien ,The Grill,Roasted Breakfast Potatoes ,The Grill,Focaccia with Vegetables & Pesto (v),The Grill
Eggplant Parmesan Casserole ,Mushroom Tofu Veggie Slider (w/nuts) (v),The Grill,Steak Fries (vgn),The Grill,Mexican Scrambled Eggs ,The Grill,Crinkle Cut French Fries (vgn),The Grill
Farfalle Pasta ,Pasta Primavera w/Tomato Sauce ,The Brick,Pasta with Grilled Vegetables ,The Brick,Penne Pasta with Pesto (v),The Brick,Fresh Tomato Basil Garlic Pasta (vgn),The Brick
Fettuccine Alfredo ,Chilaquiles (No Egg) (v),The Brick,Italian Sausage & Basil Stromboli,The Brick,Chicken Chilaquiles,The Brick,Fresh Basil Pesto ,The Brick
Fettuccine Pasta ,Linguini Pasta ,The Brick,Chickpea Pasta,The Brick,Pasta with Grilled Vegetables (vgn),The Brick,Whole Wheat Penne Pasta (vgn),The Brick
Fire Roasted Tomato Chipotle Salsa ,Classic BBQ Sauce ,The Grill,Spicy Mustard Sauce ,The Grill,Chimichurri Sauce ,The Grill,Red Chimichurri Sauce (vgn),The Grill
Fire Roasted Tomato Salsa ,Tortilla Chips & Salsa (vgn),Chef's Choice,Smokey Tomato Relish (vgn),Chef's Choice,Black Magic Plum Sauce,Chef's Choice,Tortilla Chips & Salsa ,Chef's Choice
Fish Sandwich on Potato Bun,Banana Pancakes ,The Grill,Whole Wheat Banana Pancake ,The Grill,Buttermilk Pancakes ,The Grill,Banana Pancakes (v),The Grill
Flame Seedless Grape,Chicken Provolone & Garlic Aioli Panini,Greens & Grains,Green Bean & Cucumber w/Miso (vgn),Greens & Grains,Fresh Strawberry ,Greens & Grains,Cinnamon Maple Granola (vgn),Greens & Grains
Flour Tortilla ,Blueberry Bread ,Bakery,Three Grain Bread (v),Bakery,Whole Wheat Bread Sourdough ,Bakery,Russian Bread (v),Bakery
Fluffy Almond Sugar Cookie ,Shortbread Cookie (v),Bakery,Vanilla Cupcake w/Strawberry Icing (v),Bakery,Orange Scone (v),Bakery,Brownie Matzo  ,Bakery
Fluffy Whole Wheat Waffles ,Make Your Own Waffle ,Greens & Grains,Baked Oatmeal with Apple & Cinnamon (v),Greens & Grains,Make Your Own Waffle (v),Greens & Grains,8 Grain Hot Cereal (vgn),Greens & Grains
French Toast w/ Strawberry Sauce ,Whole Wheat French Toast ,The Grill,Whole Wheat French Toast (v),The Grill,Sourdough French Toast ,The Grill,Sourdough French Toast (v),The Grill
Fresh Basil Pesto ,Broccolini & Salami Stromboli,The Brick,Chicken Chilaquiles,The Brick,Italian Sausage & Basil Stromboli,The Brick,Butternut Squash Risotto (v),The Brick
Fresh Cage Free Scrambled Eggs ,Shoestring Fries ,The Grill,Pumpkin Seed Pesto (v),The Grill,Housemade Spicy Ketchup (vgn),The Grill,Sausage Links,The Grill
Fresh Cauliflower ,Hash Browns (vgn),The Grill,Mushroom Tofu Veggie Slider (w/nuts) (v),The Grill,Chipotle Aioli ,The Grill,Eggplant Parmesan Casserole ,The Grill
Fresh Cauliflower & Carrots ,Huevos Rancheros ,The Grill,Housemade Spicy Ketchup ,The Grill,Steak Fries ,The Grill,Crinkle Cut French Fries ,The Grill
Fresh Green Beans ,Pinto Beans (vgn),Chef's Choice,Fresh Spinach with Garlic ,Chef's Choice,Steamed Red Potatoes w/Parsley (vgn),Chef's Choice,Ranch Potato Salad (v),Chef's Choice
Fresh Green Beans with Garlic ,Roasted Potato Wedges (vgn),Chef's Choice,Sauteed Kale & Collard Greens (vgn),Chef's Choice,Spanish Rice w/Roasted Corn (vgn),Chef's Choice,Brisket and Potato Kugel,Chef's Choice
Fresh Mashed Potatoes ,Chile Verde w/Pork & Corn Tortillas,Chef's Choice,Vegetable Fajita ,Chef's Choice,Roasted Potato Wedges ,Chef's Choice,Chipotle Roasted Potatoes (vgn),Chef's Choice
Fresh Sauteed Spinach ,Fried Potato with Onion (vgn),The Grill,Home Fried Potatos ,The Grill,Fresh Sauteed Spinach (vgn),The Grill,Mixed Greens Side Salad ,The Grill
Fresh Spinach with Garlic ,Pinto Beans (vgn),Chef's Choice,Steamed Red Potatoes w/Parsley (vgn),Chef's Choice,Fresh Green Beans ,Chef's Choice,Ranch Potato Salad (v),Chef's Choice
Fresh Strawberry ,Chicken Provolone & Garlic Aioli Panini,Greens & Grains,Flame Seedless Grape,Greens & Grains,Green Bean & Cucumber w/Miso (vgn),Greens & Grains,Grits (vgn),Greens & Grains
Fresh Tomato Basil Garlic Pasta ,Linguini Pasta (vgn),The Brick,Corn Pasta Sauce ,The Brick,Whole Wheat Penne Pasta ,The Brick,Pasta Carbonara,The Brick
Fresh Tomato Basil Sauce ,Creamy Pesto Sauce (v),The Brick,Creamy Rosemary Sauce (v),The Brick,Creamy Pesto Sauce ,The Brick,Bolognaise Sauce,The Brick
Fresh Vegetable Medley ,Mujaddara Lentils and Rice ,International,Vegetable Fried Rice (v),International,Vegetable Roll with Brown Rice ,International,Pineapple Fried Rice w/Tofu ,International
Fresh Vegetable Medley w/Spinach ,Roasted Breakfast Potato ,The Grill,Mixed Greens Side Salad (vgn),The Grill,Roasted Breakfast Potato (vgn),The Grill,Roasted Breakfast Potatoes (vgn),The Grill
Fried Eggs ,Baked Rigatoni (v),Chef's Choice,Radish and Jalapeno Slaw (vgn),Chef's Choice,Roasted Yam w/Rosemary & Chile ,Chef's Choice,Tangy Apple Cabbage Slaw ,Chef's Choice
Garlic French Bread ,Carrot & Zucchini with Lemon Sauce ,Chef's Choice,Smokey Tomato Relish (vgn),Chef's Choice,Fire Roasted Tomato Salsa ,Chef's Choice,Tortilla Chips & Salsa (vgn),Chef's Choice
Garlic Pizza on Wheat ,Grilled BBQ Chicken Pizza,The Brick,Antipasto Pizza,The Brick,Meatball Pizza,The Brick,Sausage Mushroom Pizza,The Brick
Garlic Roasted Red Potatoes ,Cuban Style Black Beans & Rice (vgn),Chef's Choice,Ensalada Cubana (vgn),Chef's Choice,Mexican Rice (vgn),Chef's Choice,Fresh Mashed Potatoes ,Chef's Choice
German Chocolate Cake  ,Mango Cake ,Bakery,Pumpkin Muffins (w/nuts) (v),Bakery,Raspberry White Choc Muffin ,Bakery,Lime Bar ,Bakery
Granola Bar  ,Confetti Cake with Buttercream ,Bakery,Chocolate Flourless Cake ,Bakery,Baklava Cookie  ,Bakery,Marble Cake (v),Bakery
Granola Black & Blue Parfait ,Quinoa Breakfast Bowl (w/nuts) (v),Greens & Grains,Peanut Butter & Banana Oats  ,Greens & Grains,Sliced Ham,Greens & Grains,Seedless Red Grape ,Greens & Grains
Granola Cantaloupe Parfait ,Sliced Cheddar Cheese ,Greens & Grains,Granola Raspberry Parfait (v),Greens & Grains,Granola Cantaloupe Parfait (v),Greens & Grains,Italian Panini,Greens & Grains
Granola Honeydew Parfait ,Granola Parfait ,Greens & Grains,Sliced Pepper Jack Cheese ,Greens & Grains,Sliced Roast Beef,Greens & Grains,Vanilla Yogurt ,Greens & Grains
Granola Parfait ,Granola Honeydew Parfait ,Greens & Grains,Sliced Roast Beef,Greens & Grains,Sliced Pepper Jack Cheese ,Greens & Grains,Vanilla Yogurt ,Greens & Grains
Grapefruit Halves ,Caldo de Marisco,Greens & Grains,Jack Cheese ,Greens & Grains,Sliced Provolone Cheese ,Greens & Grains,Cinnamon Maple Granola (vgn),Greens & Grains
Greek Chicken Wrap,Chicken Caesar Wrap,Greens & Grains,Chinese Chicken Salad Wrap,Greens & Grains,Vegetarian Taco Salad (v),Greens & Grains,Panini Pizza ,Greens & Grains
Greek Tomato Sauce ,Creamy Pesto Sauce ,The Brick,Creamy Rosemary Sauce (v),The Brick,Marinara Sauce with Sausage,The Brick,Roasted Pepper Tomato Sausage Sauce,The Brick
Grilled Ahi Tuna Bowl with Brown Rice,California Club Roll with Brown Rice,International,Sauteed Vegetables Rice and Beans ,International,Spinach with Garlic & Ginger ,International,Sticky Rice (vgn),International
Grilled Cheddar On Wheat ,Sauteed Cabbage & Tomatoes ,The Grill,Mexican Scrambled Eggs (v),The Grill,Caramelized Onion Compote ,The Grill,Chipotle Aioli (v),The Grill
Grilled Cheese and Tomato on Wheat ,Housemade Spicy Ketchup (vgn),The Grill,Sausage Links,The Grill,Bacon,The Grill,Turkey Bacon,The Grill
Grilled Cheese on Sourdough ,Housemade Spicy Ketchup (vgn),The Grill,Sausage Links,The Grill,Bacon,The Grill,Turkey Bacon,The Grill
Grilled Chicken Teriyaki,Grilled Cheese on Sourdough (v),Chef's Choice,Roasted Cauliflower with Cumin (vgn),Chef's Choice,Honey Sriracha Glaze Brussel Sprouts ,Chef's Choice,Beef Gravy,Chef's Choice
Grilled Mediterranean Sandwich,Mushroom Lentil Burger ,The Grill,Malibu Burger ,The Grill,Breakfast Burrito (v),The Grill,Bean and Cheese Burrito ,The Grill
Grilled Salmon Pasta w/Roma Tomato,Fettuccine Pasta (vgn),The Brick,Pasta Primavera ,The Brick,Pasta Penne with Chicken & Mushrooms,The Brick,Chef's Salmon Pasta,The Brick
Grilled Swiss & Tomato on Whole Wheat,Crinkle Cut French Fries ,The Grill,Grilled Cheddar On Wheat (v),The Grill,Steak Fries ,The Grill,Housemade Spicy Ketchup ,The Grill
Grilled Tuscan Chicken,Chicken Adobo,Chef's Choice,Vegetarian Rigatoni (v),Chef's Choice,Sauteed Cabbage & Carrots ,Chef's Choice,Lime ,Chef's Choice
Grilled Zucchini & Tomatoes ,Grilled Cheese on Sourdough (v),Chef's Choice,Roasted Cauliflower with Cumin (vgn),Chef's Choice,Honey Sriracha Glaze Brussel Sprouts ,Chef's Choice,Beef Gravy,Chef's Choice
Haroset  ,Sweet &Tangy Pickled Red Onion (vgn),Salad Bar Featured Items,Sugar Snap Peas (vgn),Salad Bar Featured Items,Couscous (vgn),Salad Bar Featured Items,Orange Pickled Carrot Coins ,Salad Bar Featured Items
Hash Browns ,Housemade Spicy Ketchup (vgn),The Grill,Sausage Links,The Grill,Bacon,The Grill,Turkey Bacon,The Grill
Hawaiian Sweet Bread ,Crusty French Bread (vgn),Bakery,Carrot Walnut Bread (w/nuts) (v),Bakery,Zucchini Bread  ,Bakery,Cheese Bread (v),Bakery
Hawaiian Sweet Roll ,Flour Tortilla (vgn),Bakery,Homemade Onion Bread ,Bakery,Wheat Germ Bread ,Bakery,Sun Dried Tomato Bread (v),Bakery
Herb Focaccia Bread ,Russian Bread (v),Bakery,Three Grain Bread (v),Bakery,Flour Tortilla ,Bakery,Blueberry Bread ,Bakery
Herb Marinated Rotisserie Chicken,Ground Beef and Bean Tostada,Chef's Choice,Carrot & Zucchini with Lemon Butter ,Chef's Choice,Cabbage Cilantro Slaw (vgn),Chef's Choice,BBQ Chicken Thigh,Chef's Choice
Home Fried Potatos ,Fried Potato with Onion (vgn),The Grill,Fresh Sauteed Spinach ,The Grill,Fresh Sauteed Spinach (vgn),The Grill,Cage Free Scrambled Eggs w/Vegetables(v),The Grill
Homemade Biscuit ,Bagels-Breads & Cereals- See for Choices,Bakery,Oatmeal (vgn),Greens & Grains,Red Velvet Cupcake ,Bakery,Cornmeal Berry Cake ,Bakery
Homemade Bread ,Homemade Cinnamon Rolls ,Bakery,Carribean Coconut Bread (v),Bakery,Pesto Bread ,Bakery,Herb Focaccia Bread ,Bakery
Homemade Cinnamon Rolls ,Homemade Bread ,Bakery,Carribean Coconut Bread (v),Bakery,Pesto Bread ,Bakery,Herb Focaccia Bread ,Bakery
Homemade Onion Bread ,Wheat Germ Bread ,Bakery,Hawaiian Sweet Roll ,Bakery,Cheese Bread (v),Bakery,Zucchini Bread  ,Bakery
Honey Sriracha Glaze Brussel Sprouts ,Grilled Cheese on Sourdough (v),Chef's Choice,Roasted Cauliflower with Cumin (vgn),Chef's Choice,Beef Gravy,Chef's Choice,Pita Chips (v),Chef's Choice
Honeydew Melon ,Granola Honeydew Parfait (v),Greens & Grains,Cantaloupe (vgn),Greens & Grains,Italian Tomato Panini ,Greens & Grains,Sliced Turkey Pastrami,Greens & Grains
Housemade Ketchup ,Grilled Cheese and Tomato on Wheat (v),The Grill,Pickled Red Onion ,The Grill,Scrambled Eggs w/Cheese & Mushroom ,The Grill,Grilled Cheese Chile & Veggie on Sour(v,The Grill
Housemade Spicy Ketchup ,Steak Fries ,The Grill,Crinkle Cut French Fries ,The Grill,Huevos Rancheros ,The Grill,Fresh Cauliflower & Carrots ,The Grill
Huevos Rancheros ,Fresh Cauliflower & Carrots ,The Grill,Housemade Spicy Ketchup ,The Grill,Steak Fries ,The Grill,Crinkle Cut French Fries ,The Grill
Huli Huli Chicken,Ropa Vieja,Chef's Choice,Sauteed Cabbage & Carrots (vgn),Chef's Choice,Carrot & Zucchini with Lemon Butter ,Chef's Choice,Herb Marinated Rotisserie Chicken,Chef's Choice
Irish Soda Bread ,Challah Bread (v),Bakery,Pumpkin Bread  ,Bakery,Whole Wheat French Bread ,Bakery,Crusty French Bread (vgn),Bakery
Italian Tomato Panini ,Sliced Genoa Salami,Greens & Grains,Sliced Turkey Pastrami,Greens & Grains,Cantaloupe (vgn),Greens & Grains,Honeydew & Berry Parfait (v),Greens & Grains
Jack Cheese ,Sliced Provolone Cheese ,Greens & Grains,Grapefruit Halves ,Greens & Grains,Caldo de Marisco,Greens & Grains,Watermelon (vgn),Greens & Grains
Jasmine Rice ,Kale & Quinoa Salad w/Almonds ,Greens & Grains,Roasted Vegetable Panini (vgn),Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains,Vegetable & Quinoa Salad ,Greens & Grains
Kale & Quinoa Salad w/Almonds ,Jasmine Rice ,Greens & Grains,Roasted Vegetable Panini (vgn),Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains,Vegetable & Quinoa Salad ,Greens & Grains
Kale with Fresh Garlic ,Baked Rigatoni ,Chef's Choice,Buttered Carrots with Thyme ,Chef's Choice,Chicken Mole,Chef's Choice,Chili Mango Bok Choy Slaw (vgn),Chef's Choice
Lemon Ginger Chicken,Miso Ramen ,International,Chicken Shoyu,International,Beef Pho,International,Spicy Shrimp Sushi Plate,International
Lemon Pie ,Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Cornmeal Berry Cake (v),Bakery,Red Velvet Cupcake ,Bakery
Lettuce/Cheese/Tomatoes ,Grilled Zucchini & Tomatoes (vgn),International,Tandoori Spiced Chicken,International,Chicken Chow Mein,International,Bang Bang Broccoli (vgn),International
Lime ,Sauteed Cabbage & Carrots ,Chef's Choice,Chicken & Dumplings,Chef's Choice,Chicken Adobo,Chef's Choice,Grilled Tuscan Chicken,Chef's Choice
Lime Bar ,Toll House Bar (v),Bakery,Pecan Butterscotch Brownie (w/nuts)(v),Bakery,Pumpkin Muffins (w/nuts) (v),Bakery,Mango Cake ,Bakery
Linguini Pasta ,Chickpea Pasta,The Brick,Fettuccine Pasta ,The Brick,Pasta with Grilled Vegetables (vgn),The Brick,Whole Wheat Penne Pasta (vgn),The Brick
Long Grain Rice ,Italian Bread Salad (v),Greens & Grains,Zucchini Quinoa Green Bean Salad ,Greens & Grains,Baby Spinach ,Greens & Grains,Chicken Caesar Salad,Greens & Grains
Make Your Own Waffle ,Fluffy Whole Wheat Waffles ,Greens & Grains,Baked Oatmeal with Apple & Cinnamon (v),Greens & Grains,Make Your Own Waffle (v),Greens & Grains,8 Grain Hot Cereal (vgn),Greens & Grains
Malibu Burger ,Breakfast Burrito (v),The Grill,Mushroom Lentil Burger ,The Grill,Grilled Mediterranean Sandwich,The Grill,Bean and Cheese Burrito ,The Grill
Mango Cake ,Pumpkin Muffins (w/nuts) (v),Bakery,Lime Bar ,Bakery,Toll House Bar (v),Bakery,German Chocolate Cake  ,Bakery
Maple Syrup ,Rigatoni Mozzarella ,The Brick,Roasted Chicken & Zucchini Marinara,The Brick,Fettuccine Alfredo (v),The Brick,Spaghetti ,The Brick
Marinara Sauce ,Mustard Chicken Sauce,The Brick,Mushroom Cream Sauce (v),The Brick,White Wine Garlic Sauce with Shrimp,The Brick,Tomato Basil Cream Sauce (v),The Brick
Marinara Sauce with Sausage,Roasted Pepper Tomato Sausage Sauce,The Brick,Alburro Sauce (v),The Brick,Greek Tomato Sauce ,The Brick,White Wine Garlic Sauce with Chicken,The Brick
Mashed Red Potatoes w/ Garlic ,Basmati Rice with Peas (vgn),Chef's Choice,White Beans (vgn),Chef's Choice,Refried Black Beans ,Chef's Choice,Roasted Potato Salad w/Goat Cheese (v),Chef's Choice
Matzo Ball Chicken Soup,Vegetable Soup ,Chef's Choice,Beef Stew,Chef's Choice,Vegetable Minestrone Soup ,Chef's Choice,Spicy Navy Bean Soup (vgn),Chef's Choice
Matzo Brei ,Shakshuka (v),The Grill,Scrambled Eggs with Ham & Cheese,The Grill,Fresh Cage Free Scrambled Eggs (v),The Grill,Cage Free Scrambled Egg Whites (v),The Grill
Meatball Pizza,Garlic Pizza on Wheat ,The Brick,Grilled BBQ Chicken Pizza,The Brick,Antipasto Pizza,The Brick,Sausage Mushroom Pizza,The Brick
Mediterranean Spiced Rotisserie Chicken,Southwest Quinoa & Black Bean Bake ,Chef's Choice,Grilled Chicken Teriyaki,Chef's Choice,Beef Gravy,Chef's Choice,Grilled Cheese on Sourdough (v),Chef's Choice
Mexican Rice ,Pinto Beans ,Chef's Choice,Red Beans and Rice ,Chef's Choice,Spinach Quiche ,Chef's Choice,Fresh Green Beans ,Chef's Choice
Mexican Scrambled Eggs ,Crinkle Cut French Fries (vgn),The Grill,Steak Fries (vgn),The Grill,Fresh Cauliflower & Carrots ,The Grill,Huevos Rancheros ,The Grill
Minestrone Soup ,Tortilla Soup ,Greens & Grains,Tortilla Soup (vgn),Greens & Grains,Turkey Rice Soup,Greens & Grains,Sweet Potato Coconut Soup (vgn),Greens & Grains
Mini Street Style Fish Taco,Carnitas Taco,International,Thai Chicken Taco,International,Cuban Sandwich,International,Fish Taco,International
Mint Chocolate Chip Cookie ,Mexican Chocolate Cake (v),Bakery,Killer Brownie (w/nuts) (v),Bakery,Mocha Cupcake (v),Bakery,Blueberry Scone ,Bakery
Miso Ramen ,Lemon Ginger Chicken,International,Chicken Shoyu,International,Beef Pho,International,Spicy Shrimp Sushi Plate,International
Mixed Greens Side Salad ,Cage Free Scrambled Eggs w/Vegetables(v),The Grill,Cottage Fried Potatoes ,The Grill,Fresh Sauteed Spinach (vgn),The Grill,Home Fried Potatos ,The Grill
Moroccan Braised Beef,Lettuce/Cheese/Tomatoes (v),Chef's Choice,Black Bean Chilaquiles,Chef's Choice,Chicken Piccata,Chef's Choice,Cucumber Tzatziki (v),Chef's Choice
Mujaddara Lentils and Rice ,Fresh Vegetable Medley ,International,Vegetable Fried Rice (v),International,Vegetable Roll with Brown Rice ,International,Pineapple Fried Rice w/Tofu ,International
Mushroom Barley Soup ,Dilled Vegetable Barley Soup (v),Greens & Grains,Dilled Vegetable Barley Soup ,Greens & Grains,Banana Chocolate Chip Muffin ,Bakery,Snickerdoodle Cookie ,Bakery
Mushroom Carbonara ,Fettucine Alfredo,The Brick,Spaghetti (vgn),The Brick,Fresh Basil Pesto (v),The Brick,Chilaquiles (No Egg),The Brick
Mushroom Lentil Burger ,Grilled Mediterranean Sandwich,The Grill,Malibu Burger ,The Grill,Breakfast Burrito (v),The Grill,Bean and Cheese Burrito ,The Grill
Oatmeal ,Fluffy Whole Wheat Waffles (v),Greens & Grains,Bulgur Hot Cereal (vgn),Greens & Grains,Bulgur Hot Cereal ,Greens & Grains,8 Grain Hot Cereal ,Greens & Grains
Oatmeal Apple Cinnamon Pancake ,Whole Wheat Banana Pancake ,The Grill,Banana Pancakes ,The Grill,Fish Sandwich on Potato Bun,The Grill,Banana Wheat Pancakes ,The Grill
Oatmeal Raisin Bar  ,Cinnamon Coffee Cake (v),Bakery,Very Chocolate Cake w/Choc Icing (v),Bakery,Blueberry Coffee Cake (v),Bakery,Cornmeal Berry Cake (v),Bakery
Orange Infused Green Beans ,Fresh Vegetable Medley w/Spinach (vgn),International,Salmon Bowl with Brown Rice,International,Mujaddara Lentils and Rice (v),International,Teriyaki Chicken Rice Bowl,International
Orange Pickled Carrot Coins ,Ginger Sesame Tofu (vgn),Salad Bar Featured Items,Couscous (vgn),Salad Bar Featured Items,Sugar Snap Peas (vgn),Salad Bar Featured Items,Bulgur Wheat ,Salad Bar Featured Items
Organic Baby Spinach ,Jasmine Rice (vgn),Greens & Grains,Marinated Broccoli & Bean Salad (vgn),Greens & Grains,Crunchy Fruit Salad ,Greens & Grains,Strawberry Salad w/Poppyseed Dressing(v),Greens & Grains
Organic Fresh Strawberry ,Sliced Jack Cheese ,Greens & Grains,Whole Plain Greek Yogurt (v),Greens & Grains,Swiss Cheese,Greens & Grains,Seedless Red Grape (vgn),Greens & Grains
Orzo Pasta with Vegetables ,Penne Pasta (vgn),The Brick,Penne Pasta ,The Brick,Jamaican Rasta Pasta (v),The Brick,Penne w/Butternut Squash Sauce ,The Brick
Panini Pizza ,Grilled Cajun Chicken Wrap,Greens & Grains,Chipotle Hummus & Quinoa Wrap (vgn),Greens & Grains,Chicken Fajita Wrap,Greens & Grains,Panini Pizza (v),Greens & Grains
Pasta Primavera ,Fettuccine Pasta (vgn),The Brick,Grilled Salmon Pasta w/Roma Tomato,The Brick,Chef's Salmon Pasta,The Brick,Pasta Penne with Chicken & Mushrooms,The Brick
Pasta Primavera w/Tomato Sauce ,Farfalle Pasta ,The Brick,Pasta with Grilled Vegetables ,The Brick,Fresh Tomato Basil Garlic Pasta (vgn),The Brick,Penne Pasta with Pesto (v),The Brick
Pasta with Grilled Vegetables ,Pasta Primavera w/Tomato Sauce ,The Brick,Fresh Tomato Basil Garlic Pasta (vgn),The Brick,Farfalle Pasta ,The Brick,Penne Pasta with Pesto (v),The Brick
PB Banana & Chia Overnight Oats(w/nut,Cream of Wheat ,Greens & Grains,Honeydew Melon ,Greens & Grains,Granola Honeydew Parfait (v),Greens & Grains,Cantaloupe (vgn),Greens & Grains
Peach Yogurt ,Raspberry Yogurt ,Greens & Grains,Vanilla Yogurt (v),Greens & Grains,Seedless Red Grape (vgn),Greens & Grains,Swiss Cheese,Greens & Grains
Peanut Butter & Banana Oats  ,Pineapple ,Greens & Grains,Chicken Congee,Greens & Grains,Quinoa Breakfast Bowl (w/nuts) (v),Greens & Grains,Granola Black & Blue Parfait ,Greens & Grains
Peanut Butter Fudge Cupcake  ,Cinnamon Coffee Cake (v),Bakery,Very Chocolate Cake w/Choc Icing (v),Bakery,Blueberry Coffee Cake (v),Bakery,Snickerdoodle Cookie ,Bakery
Pearl Barley ,Pearl Barley (vgn),Salad Bar Featured Items,Raita Sauce (v),Salad Bar Featured Items,Applesauce Coffee Cake (v),Bakery,Salmon & Quinoa Cakes w/Salad & Relish,Chef's Choice
Penne Pasta ,Penne Pasta (vgn),The Brick,Orzo Pasta with Vegetables ,The Brick,Penne w/Butternut Squash Sauce ,The Brick,Pasta Penne with Chicken & Mushrooms,The Brick
Penne Pasta with Pesto ,Corn Pasta Sauce (v),The Brick,Penne Arrabiata with Chicken,The Brick,Whole Wheat Penne Pasta ,The Brick,Linguini Pasta (vgn),The Brick
Penne w/Butternut Squash Sauce ,Pasta Penne with Chicken & Mushrooms,The Brick,Penne Pasta ,The Brick,Penne Pasta (vgn),The Brick,Grilled Salmon Pasta w/Roma Tomato,The Brick
Pesto Bread ,Homemade Cinnamon Rolls ,Bakery,Homemade Bread ,Bakery,Carribean Coconut Bread (v),Bakery,Herb Focaccia Bread ,Bakery
Pickled Red Onion ,Housemade Ketchup ,The Grill,Grilled Cheese and Tomato on Wheat (v),The Grill,Housemade Ketchup (vgn),The Grill,Scrambled Eggs w/Cheese & Mushroom ,The Grill
Pilaf Style Rice with Corn,Orange Infused Green Beans (vgn),International,Stir Fried Chinese Greens ,International,Spinach with Garlic & Ginger (vgn),International,Roasted Mixed Vegetables ,International
Pineapple ,Peanut Butter & Banana Oats  ,Greens & Grains,Chicken Congee,Greens & Grains,Quinoa Breakfast Bowl (w/nuts) (v),Greens & Grains,Blueberry Yogurt ,Greens & Grains
Pineapple Fried Rice w/Tofu ,Black Beans w/Brown Rice & Cilantro,International,Mujaddara Lentils and Rice ,International,Fresh Vegetable Medley ,International,Vegetable Fried Rice (v),International
Pinto Beans ,Mexican Rice ,Chef's Choice,Red Beans and Rice ,Chef's Choice,Spinach Quiche ,Chef's Choice,Fresh Green Beans ,Chef's Choice
Potato Bread ,Potato Bread (v),Bakery,Lemon Yogurt Muffin (v),Bakery,Sugar Cookies ,Bakery,Cottage Fried Potatoes ,The Grill
Potato Gorda with Black Beans ,Refried Beans (vgn),Chef's Choice,Red Potatoes with Rosemary (vgn),Chef's Choice,Refried Black Beans (vgn),Chef's Choice,Chipotle Roasted Potatoes (vgn),Chef's Choice
Potato Latkes ,Roasted Breakfast Potatoes (vgn),The Grill,Refried Beans ,The Grill,Roasted Breakfast Potatoes ,The Grill,Cottage Fried Potatoes (vgn),The Grill
Potato Vegetable Kugel ,Brisket and Potato Kugel,Chef's Choice,Spanish Rice w/Roasted Corn (vgn),Chef's Choice,Vegetables Steamed Brown Rice (vgn),Chef's Choice,Roasted Potato Wedges (vgn),Chef's Choice
Potatoes O'Brien ,Egg White and Vegetable Omelet ,The Grill,Cottage Fried Potatoes (vgn),The Grill,Focaccia with Vegetables & Pesto (v),The Grill,Roasted Breakfast Potatoes ,The Grill
Pumpkin Bread  ,Whole Wheat French Bread ,Bakery,Irish Soda Bread ,Bakery,Challah Bread (v),Bakery,Carrot Walnut Bread  ,Bakery
Quinoa Breakfast Bowl  ,Fresh Strawberry (vgn),Greens & Grains,Sliced Cheddar Cheese ,Greens & Grains,Granola Cantaloupe Parfait (v),Greens & Grains,Grapefruit Halves (vgn),Greens & Grains
Quinoa Salad ,Baked Sweet Potato (vgn),Greens & Grains,Basmati Rice (vgn),Greens & Grains,Steamed White Rice ,Greens & Grains,Egg Salad (v),Greens & Grains
Raita Sauce ,Raita Sauce (v),Salad Bar Featured Items,Everything Naan (v),Bakery,Spicy Marinara Sauce ,The Brick,Tomato Basil Flatbread (v),The Brick
Raspberry Swirl Coffee Cake,New York Style Crumb Cake (vgn),Bakery,Coconut Chiffon Cake ,Bakery,Brownie Pie (v),Bakery,M&M Bar (w/nuts) (v),Bakery
Raspberry White Choc Muffin ,German Chocolate Cake  ,Bakery,Pumpkin Muffins (w/nuts) (v),Bakery,Mango Cake ,Bakery,Toll House Bar (v),Bakery
